Lge,Sea,Date,HT,AT,HS,AS,GD,WDL,pr_HS,prd_AS,prd_W,prd_D,prd_L
RUS2,22-23,15/04/2023,FC Neftekhimik,FK Krasnodar 2,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,15/04/2023,Rodina Moskva,Anzhi Makhachkala,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,15/04/2023,Rubin Kazan,Shinnik Yaroslavl,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,15/04/2023,Volga Ulyanovsk,Arsenal Tula,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,15/04/2023,Enisey Krasnoyarsk,Baltika Kaliningrad,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,Akron,FC Neftekhimik,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,Arsenal Tula,Rubin Kazan,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,Baltika Kaliningrad,FC Ufa,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,Anzhi Makhachkala,Enisey Krasnoyarsk,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,FK Krasnodar 2,Kuban Krasnodar,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,Rodina Moskva,FK Kamaz,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,SKA-Energia Khabarovsk,Volga Ulyanovsk,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,FC Volgar Astrakhan,Velves,-1,-1,0,D,-1,-1,0.00,0.00,0.00
RUS2,22-23,22/04/2023,Shinnik Yaroslavl,Alania Vladikavkaz,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,15/04/2023,Kilmarnock,Celtic Glasgow,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,15/04/2023,Glasgow Rangers,St Mirren,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,15/04/2023,Hibernian,Hearts,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,15/04/2023,Livingston,St Johnstone,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,15/04/2023,Motherwell,Dundee United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,15/04/2023,Ross County,Aberdeen,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,22/04/2023,Celtic Glasgow,Motherwell,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,22/04/2023,Dundee United,Livingston,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,22/04/2023,Aberdeen,Glasgow Rangers,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,22/04/2023,Hearts,Ross County,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,22/04/2023,St Johnstone,Hibernian,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO1,22-23,22/04/2023,St Mirren,Kilmarnock,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,15/04/2023,Cove Rangers,Inverness CT,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,15/04/2023,FC Dundee,Greenock Morton,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,15/04/2023,Partick Thistle,Ayr United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,15/04/2023,Queens Park,Hamilton Academical,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,15/04/2023,Raith Rovers,Arbroath,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,22/04/2023,Arbroath,Cove Rangers,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,22/04/2023,Ayr United,Queens Park,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,22/04/2023,Hamilton Academical,Partick Thistle,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,22/04/2023,Inverness CT,FC Dundee,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO2,22-23,22/04/2023,Greenock Morton,Raith Rovers,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,15/04/2023,Clyde,Edinburgh City,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,15/04/2023,Dunfermline Athletic,Queen of the South,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,15/04/2023,Falkirk,Airdrie United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,15/04/2023,Kelty Hearts,Alloa Athletic,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,15/04/2023,Montrose,Peterhead,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,22/04/2023,Airdrie United,Dunfermline Athletic,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,22/04/2023,Alloa Athletic,Falkirk,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,22/04/2023,Edinburgh City,Kelty Hearts,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,22/04/2023,Peterhead,Clyde,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO3,22-23,22/04/2023,Queen of the South,Montrose,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,15/04/2023,Annan Athletic,Albion Rovers,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,15/04/2023,Bonnyrigg Rose,Dumbarton,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,15/04/2023,East Fife,Stranraer,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,15/04/2023,Elgin City,Forfar Athletic,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,15/04/2023,Stenhousemuir,Stirling Albion,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,22/04/2023,Albion Rovers,Stenhousemuir,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,22/04/2023,Dumbarton,East Fife,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,22/04/2023,Forfar Athletic,Bonnyrigg Rose,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,22/04/2023,Stirling Albion,Annan Athletic,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SCO4,22-23,22/04/2023,Stranraer,Elgin City,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Athletic Bilbao,Real Sociedad,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Athletico Madrid,Almeria,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Real Betis,Espanyol Barcelona,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Celta de Vigo,Mallorca,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Cadiz,Real Madrid,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Getafe,FC Barcelona,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Girona,Elche,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Valencia,Sevilla FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Villarreal,Valladolid,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,16/04/2023,Vallecano,Osasuna,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Osasuna,Real Betis,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Espanyol Barcelona,Cadiz,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,FC Barcelona,Athletico Madrid,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Elche,Valencia,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Sevilla FC,Villarreal,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Mallorca,Getafe,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Real Madrid,Celta de Vigo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Real Sociedad,Vallecano,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Valladolid,Girona,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA1,22-23,23/04/2023,Almeria,Athletic Bilbao,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Albacete,Eibar,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Andorra,Huesca,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Burgos,Ponferradina,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Leganes,Villarreal B,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Tenerife,Ibiza,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Granada,Las Palmas,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Malaga,Cartagena,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Oviedo,Lugo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Zaragoza,Santander,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Sporting Gijon,Alaves,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,16/04/2023,Levante,Mirandes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Lugo,Malaga,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Mirandes,Burgos,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Alaves,Leganes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Cartagena,Sporting Gijon,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Villarreal B,Albacete,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Santander,Granada,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Eibar,Zaragoza,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Huesca,Tenerife,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Ponferradina,Andorra,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Ibiza,Oviedo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SPA2,22-23,23/04/2023,Las Palmas,Levante,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,AIK Solna,Hammarby IF,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,Hacken,Kalmar FF,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,Halmstads BK,Djurgardens,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,IF Elfsborg,Brommapojkarna,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,IFK Goteborg,Malmo FF,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,IFK Norrkoping,Varnamo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,Mjallby AIF,Degerfors,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,15/04/2023,Varberg,Sirius,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Degerfors,IF Elfsborg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Djurgardens,IFK Goteborg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Hammarby IF,Varberg,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Brommapojkarna,Mjallby AIF,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Sirius,Hacken,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Kalmar FF,Halmstads BK,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Malmo FF,IFK Norrkoping,-1,-1,0,D,-1,-1,0.00,0.00,0.00
SWE1,23-24,22/04/2023,Varnamo,AIK Solna,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Charlotte FC,Colorado Rapids,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Columbus Crew,New England Revolution,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,CF Montreal,D.C. United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,New York Red Bulls,Houston Dynamo,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,New York City FC,Nashville SC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Toronto FC,Atlanta United FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Austin FC,Vancouver Whitecaps,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Chicago Fire,Philadelphia Union,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,FC Dallas,Real Salt Lake,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Minnesota,Orlando City,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,St Louis City,FC Cincinnati,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Portland Timbers,Seattle Sounders,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,San Jose Earthquakes,Sporting Kansas City,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,16/04/2023,Los Angeles Galaxy,Los Angeles FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Charlotte FC,Columbus Crew,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,FC Cincinnati,Portland Timbers,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,CF Montreal,New York Red Bulls,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,New England Revolution,Sporting Kansas City,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,New York City FC,FC Dallas,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Orlando City,D.C. United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Philadelphia Union,Toronto FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Nashville SC,Los Angeles FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Colorado Rapids,St Louis City,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Real Salt Lake,San Jose Earthquakes,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Los Angeles Galaxy,Austin FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Seattle Sounders,Minnesota,-1,-1,0,D,-1,-1,0.00,0.00,0.00
USA1,23-24,23/04/2023,Atlanta United FC,Chicago Fire,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,21/04/2023,Maritzburg United,Richards Bay FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,22/04/2023,Golden Arrows,Mamelodi Sundowns,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,22/04/2023,Orlando Pirates,Cape Town City FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,22/04/2023,Stellenbosch,Moroka Swallows,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,23/04/2023,Tshakhuma Tsha Madzivhandila,Chippa United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,23/04/2023,Tim Sukazi Galaxy,Bloemfontein Celtic,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,23/04/2023,Sekhukhune United,Kaizer Chiefs,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,23/04/2023,SuperSport United,AmaZulu,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,27/04/2023,Chippa United,Kaizer Chiefs,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,28/04/2023,Moroka Swallows,Maritzburg United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,29/04/2023,Tshakhuma Tsha Madzivhandila,SuperSport United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,29/04/2023,Stellenbosch,Golden Arrows,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,29/04/2023,Mamelodi Sundowns,Richards Bay FC,-1,-1,0,D,-1,-1,0.00,0.00,0.00
ZAF1,22-23,29/04/2023,AmaZulu,Sekhukhune United,-1,-1,0,D,-1,-1,0.00,0.00,0.00
